molecule_chembl_id,canonical_smiles,pchembl_value,bioactivity_class
CHEMBL5199388,O=C(Nc1ccc2c(c1)B(O)OC2)c1cccc(OCc2ccccc2)c1,5.21,low activity
CHEMBL5195328,O=C(Nc1ccc2c(c1)B(O)OC2)c1ccc(OCc2ccccc2)cc1,4.0,no activity
CHEMBL5191570,O=C(Nc1ccc2c(c1)B(O)OC2)c1ccc(OCc2ccc(Cl)cc2)cc1,4.0,no activity
CHEMBL5194410,CC(C(=O)Nc1ccc2c(c1)B(O)OC2)c1cccc(Oc2ccccc2)c1,4.0,no activity
CHEMBL5181062,O=C(Nc1ccc2c(c1)B(O)OC2)c1cccc(NCc2ccccc2)c1,4.25,low activity
CHEMBL5200317,O=C(Nc1cccc(C(=O)Nc2ccc3c(c2)B(O)OC3)c1)c1ccccc1,4.28,low activity
CHEMBL5189672,O=C(Nc1ccc2c(c1)B(O)OC2)c1ccc(N2CCOCC2)cc1,4.0,no activity
CHEMBL5186197,Cc1onc(-c2ccc(F)cc2)c1C(=O)Nc1ccc2c(c1)B(O)OC2,4.0,no activity
CHEMBL443052,OB1OCc2cc(F)ccc21,4.0,no activity
CHEMBL5174442,O=C(Nc1cccc(B(O)O)c1)c1cccc(OCc2ccccc2)c1,4.0,no activity
CHEMBL5171336,O=C(NCc1ccc(B(O)O)cc1)c1cccc(OCc2ccccc2)c1,4.0,no activity
CHEMBL468553,O=C(Oc1cncc(Cl)c1)c1cccs1,5.77,low activity
CHEMBL5187156,O=C(Nc1ccc2c(c1)B(O)OC2)c1cccc(OCc2ccccc2)n1,4.42,low activity
CHEMBL5188282,Cc1cccc(COc2cccc(C(=O)Nc3ccc4c(c3)B(O)OC4)c2)c1,4.22,low activity
CHEMBL5201148,COc1cccc(COc2cccc(C(=O)Nc3ccc4c(c3)B(O)OC4)c2)c1,4.0,no activity
CHEMBL5195025,N#Cc1ccc(COc2cccc(C(=O)Nc3ccc4c(c3)B(O)OC4)c2)cc1,4.0,no activity
CHEMBL5169561,O=C(Nc1ccc2c(c1)B(O)OC2)c1cccc(OCc2ccc(Cl)cc2)c1,4.0,no activity
CHEMBL5185746,O=C(Nc1ccc2c(c1)B(O)OC2)c1cccc(OCc2c(Cl)cccc2Cl)c1,4.0,no activity
CHEMBL5204060,O=C(Nc1ccc2c(c1)B(O)OC2)c1cccc(OCC2CCCCC2)c1,4.0,no activity
CHEMBL5189793,CC(C)=CCc1cc(/C=C2\OC(=O)C(c3cc4c(cc3O)OC(C)(C)CC4)=C2O)ccc1O,4.99,low activity
CHEMBL5186663,CC(C)(O)C1Cc2cc(/C=C3\OC(=O)C(c4cc5c(cc4O)OC(C)(C)C(O)C5)=C3O)ccc2O1,5.03,low activity
CHEMBL5196901,CC(C)=CCc1cc(/C=C2\OC(=O)C(c3cc(CCC(C)(C)O)c(O)cc3O)=C2O)ccc1O,5.11,low activity
CHEMBL5207375,CC(C)=CCC/C(C)=C/CC[C@]1(C)C=Cc2c(C=O)c(O)c(C)c(O)c2O1,4.68,low activity
CHEMBL5208498,Cn1cnc(Cn2c(=O)nc(Nc3cc4c(F)n(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,7.72,moderate activity
CHEMBL5194350,CCn1cc2cc(Nc3nc(=O)n(Cc4ncn(C)n4)c(=O)n3Cc3cc(F)c(F)cc3F)c(Cl)cc2n1,7.85,moderate activity
CHEMBL5201925,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(CC(F)F)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,8.05,high activity
CHEMBL5188818,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(Cl)c(F)cc3F)c2=O)n1,8.30,high activity
CHEMBL5207127,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)c(F)c3)c2=O)n1,8.00,high activity
CHEMBL5185732,Cn1cnc(Cn2c(=O)nc(NC3=CC4CCOC4C=C3Cl)n(Cc3cc(F)c(F)c(F)c3)c2=O)n1,7.82,moderate activity
CHEMBL5206128,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(Cl)c(F)c(Cl)c3)c2=O)n1,8.30,high activity
CHEMBL5192777,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)c(F)c3F)c2=O)n1,8.00,high activity
CHEMBL5203920,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cccc4ccccc34)c2=O)n1,6.11,moderate activity
CHEMBL5177083,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)c(F)c3)c2=O)c1,8.22,high activity
CHEMBL5197155,Cn1cc2cc(Nc3nc(=O)n(Cc4cc5ccsc5[nH]c4=O)c(=O)n3Cc3cc(F)c(F)c(F)c3)c(Cl)cc2n1,8.40,high activity
CHEMBL5187177,Cc1cncc(-n2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)c(F)c3)c2=O)c1,7.85,moderate activity
CHEMBL5195764,Cc1cncc(-n2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(C#N)c(F)cc3C)c2=O)c1,8.70,high activity
CHEMBL5200024,Cn1cc2cc(Nc3nc(=O)n(-c4cncc5c4COC5)c(=O)n3Cc3cc(Cl)c(F)cc3F)c(Cl)cc2n1,7.92,moderate activity
CHEMBL5196584,Cc1cncc(-n2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)c1,8.05,high activity
CHEMBL5188525,Cn1cc2cc(Nc3nc(=O)n(-c4cncc(C(F)(F)F)c4)c(=O)n3Cc3cc(F)c(F)c(F)c3)c(Cl)cc2n1,6.44,moderate activity
CHEMBL5192363,Cn1cc2cc(Nc3nc(=O)n(Cc4cc(Cl)ccn4)c(=O)n3Cc3cc(F)c(F)cc3F)c(Cl)cc2n1,7.00,moderate activity
CHEMBL5203047,CCNC(=O)Cn1c(=O)nc(Nc2cc3cn(C)nc3cc2Cl)n(Cc2cc(F)c(F)c(F)c2)c1=O,6.85,moderate activity
CHEMBL5208006,Cc1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)nc1,6.58,moderate activity
CHEMBL5185160,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCCNC3=O)cc12,7.89,moderate activity
CHEMBL5180730,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCNC3=O)cc12,7.40,moderate activity
CHEMBL4851462,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)cc12,7.22,moderate activity
CHEMBL5195798,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)CO)cc12,7.71,moderate activity
CHEMBL5189649,CC(C)C[C@H](NC(=O)c1cc2c3c(ccc2[nH]1)CCO3)C(=O)N[C@H](C#N)C[C@@H]1CCCNC1=O,7.31,moderate activity
CHEMBL5190756,CC(C)C[C@H](NC(=O)c1cc2c(OC(F)(F)F)cccc2[nH]1)C(=O)N[C@H](C#N)C[C@@H]1CCCNC1=O,7.86,moderate activity
CHEMBL5204224,CCOc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCCNC3=O)cc12,7.62,moderate activity
CHEMBL5208639,COc1cc(Cl)cc2[nH]c(C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCCNC3=O)cc12,7.85,moderate activity
CHEMBL5170425,COc1cc(Cl)cc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCCNC3=O)cc12,8.04,high activity
CHEMBL5174083,C#Cc1ccc2c(ccc3[n+]2C(OC)C[Se]3)c1,5.44,low activity
CHEMBL50894,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1,5.82,low activity
CHEMBL296586,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,5.82,low activity
CHEMBL5173280,C=C1CC[C@H]2[C@@](C)(CCC[C@]2(C)C(=O)O)[C@@H]1C/C=C(\C)[C@@H]1CCc2c(O)c(CC3C(=O)C(C(C)=O)=C(O)C(C)(C)C3O)c(O)c(C(=O)CCC)c2O1,5.12,low activity
CHEMBL5171650,C=C1CC[C@H]2[C@@](C)(CCC[C@]2(C)C(=O)O)[C@@H]1C/C=C(\C)[C@H]1CCc2c(O)c(CC3C(=O)C(C(C)=O)=C(O)C(C)(C)C3O)c(O)c(C(=O)CCC)c2O1,5.09,low activity
CHEMBL5173495,CCCOc1ccc(-c2cc(OCCN3CCN(Cc4ccccc4)CC3)c3c(OC)cc(OC)cc3n2)cc1,4.0,no activity
CHEMBL4175014,CCCOc1ccc(-c2cc(OCCN3CCc4cc(OC)c(OC)cc4C3)c3c(OC)cc(OC)cc3n2)cc1,6.38,moderate activity
CHEMBL5181347,CCCOc1ccc(-c2cc(OCCN3CCCCC3)c3c(OC)ccc(OC)c3n2)cc1,5.85,low activity
CHEMBL5209332,CCCOc1ccc(-c2cc(OCCN3CCCC3)c3cc(OC)cc(OC)c3n2)cc1,4.0,no activity
CHEMBL1595621,C=CCn1c(S)nnc1CSc1ccccc1[N+](=O)[O-],7.34,moderate activity
CHEMBL5174530,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(Cc1cc[nH]n1)C(=O)CCl,7.47,moderate activity
CHEMBL5184792,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)CCl,8.10,high activity
CHEMBL5193596,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CCC(N)=O)C(=O)CBr,6.27,moderate activity
CHEMBL5176036,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(Cc1c[nH]cn1)C(=O)CCl,7.06,moderate activity
CHEMBL5173143,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CC1CCCNC1=O)C(=O)CCl,8.30,high activity
CHEMBL5184210,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CC1CCNC1=O)C(=O)CCl,7.77,moderate activity
CHEMBL5189591,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CCC(N)=O)C(=O)CCl,7.77,moderate activity
CHEMBL5182294,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)CF,5.92,low activity
CHEMBL5180774,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)[C@@H](F)Cl,7.28,moderate activity
CHEMBL5169690,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)[C@H](F)Cl,8.70,high activity
CHEMBL5179702,CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NN(CCC(N)=O)C(=O)CCl,8.15,high activity
CHEMBL5182106,CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NN(C[C@@H]1CCNC1=O)C(=O)CCl,8.40,high activity
CHEMBL5205478,CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NN(C[C@H]1CCNC1=O)C(=O)CCl,8.52,high activity
CHEMBL5198234,CC(C)C[C@H](NC(=O)c1cc2cnccc2[nH]1)C(=O)NN(CCC(N)=O)C(=O)CCl,7.85,moderate activity
CHEMBL5208244,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)c1cc2ccccc2[nH]1)C(=O)CCl,8.70,high activity
CHEMBL5186059,Cc1cc(C(=O)N[C@@H](CC2CCCCC2)C(=O)NN(CCC(N)=O)C(=O)CCl)no1,8.40,high activity
CHEMBL5204130,O=C(Sc1nncs1)c1cc2ccccc2[nH]1,6.84,moderate activity
CHEMBL5184334,Cc1nnc(SC(=O)c2cc3ccccc3[nH]2)s1,6.21,moderate activity
CHEMBL5189565,Cc1nnc(SC(=O)c2cccc3[nH]ccc23)s1,7.22,moderate activity
CHEMBL5173920,Cc1nnc(SC(=O)c2ccc3[nH]ccc3c2)s1,7.14,moderate activity
CHEMBL5188939,Cc1nnc(SC(=O)c2ccc3cc[nH]c3c2)s1,7.26,moderate activity
CHEMBL5199191,Cc1nnc(SC(=O)c2cccc3cc[nH]c23)s1,6.80,moderate activity
CHEMBL5199531,Cc1nnc(SC(=O)c2cc3ccccc3n2C)s1,6.46,moderate activity
CHEMBL5204452,CSc1nnc(SC(=O)c2cc3ccccc3[nH]2)s1,7.04,moderate activity
CHEMBL5204064,COc1nnc(SC(=O)c2cc3ccccc3[nH]2)s1,6.83,moderate activity
CHEMBL5207613,Cc1nnc(SC(=O)c2cc3ccccc3[nH]2)o1,5.91,low activity
CHEMBL5202104,Cc1nnc(SC(=O)c2cc3ccccc3[nH]2)n1C(=O)c1cc2ccccc2[nH]1,6.55,moderate activity
CHEMBL5189863,Cc1nnc(SC(=O)c2cc3ccccc3o2)s1,6.50,moderate activity
CHEMBL5174547,Cc1nnc(SC(=O)c2ccc(Br)o2)s1,6.32,moderate activity
CHEMBL4855437,Cc1nnc(SC(=O)c2ccc(-c3ccccc3)o2)s1,7.46,moderate activity
CHEMBL5207392,Cc1nnc(SC(=O)c2ccc(C#Cc3ccccc3)o2)s1,6.60,moderate activity
CHEMBL5192027,Cc1nnc(SC(=O)c2ccc(-c3ccccc3)[nH]2)s1,6.63,moderate activity
CHEMBL5191017,Cc1nnc(SC(=O)c2ccc3ccccc3c2)s1,6.34,moderate activity
CHEMBL5169323,O=C(Sc1ncccn1)c1cc2ccccc2[nH]1,7.94,moderate activity
CHEMBL5207081,Cc1ccnc(SC(=O)c2cc3ccccc3[nH]2)n1,7.06,moderate activity
CHEMBL5192248,Cc1cc(C)nc(SC(=O)c2cc3ccccc3[nH]2)n1,5.69,low activity
CHEMBL5177782,O=C(Sc1ncccn1)c1ccc(-c2ccccc2)o1,7.74,moderate activity
CHEMBL5169680,Cc1cc(C)nc(SC(=O)c2ccc(C#Cc3ccccc3)o2)n1,6.54,moderate activity
CHEMBL5204680,O=C(Sc1ncccn1)c1cc2ccccc2s1,7.81,moderate activity
CHEMBL5186338,O=C(Sc1ncccn1)c1ccc(-c2ccccc2)s1,7.86,moderate activity
CHEMBL5208709,O=C(Sc1ncccn1)c1ccc(-c2ccc(Br)cc2)s1,7.84,moderate activity
CHEMBL5184362,O=C(Sc1ncccn1)c1ccc2ccccc2n1,7.69,moderate activity
CHEMBL5178465,COc1ccc2cc([C@H](C)C(=O)Sc3ncccn3)ccc2c1,6.26,moderate activity
CHEMBL5192654,O=C(Sc1nc2ccccc2s1)c1cc2ccccc2[nH]1,6.93,moderate activity
CHEMBL5186708,O=C(Sc1nc2ccccc2s1)c1ccc(-c2ccccc2)o1,6.78,moderate activity
CHEMBL5194755,O=C(Sc1nc2ccccc2s1)c1ccc(-c2ccc(Br)cc2)o1,6.59,moderate activity
CHEMBL5181137,O=C(Sc1nc2ccccc2s1)c1cc2ccccc2s1,6.72,moderate activity
CHEMBL5178568,O=C(Sc1nc2ccccc2s1)c1ccc(-c2ccccc2)s1,6.90,moderate activity
CHEMBL5197891,O=C(Sc1nc2ccccc2s1)c1ccc2ccccc2n1,7.05,moderate activity
CHEMBL490820,O=C(Oc1cncc(Cl)c1)c1cccc2[nH]ccc12,6.50,moderate activity
CHEMBL5205750,O=C(Oc1cncc(Cl)c1)c1cc2cc(Cl)ccc2[nH]1,7.47,moderate activity
CHEMBL5190583,O=C(NCCN1C(=O)C=CC1=O)c1cc2ccccc2[nH]1,5.68,low activity
CHEMBL121556,S=C(SSC(=S)N1CCOCC1)N1CCOCC1,5.39,low activity
CHEMBL4441971,O=C(/C=C/c1ccccc1)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NCc1ccccc1,6.15,moderate activity
CHEMBL5208720,Nc1cccn([C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,5.87,low activity
CHEMBL5207119,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)c1cc2ccccc2[nH]1,7.28,moderate activity
CHEMBL5172346,CC(=O)N[C@@H](CCc1nc2ccccc2s1)C(=O)N[C@@H](CN)C(=O)NCC(=O)NC/C=C/C(=O)O,5.00,low activity
CHEMBL5176411,CC(=O)N[C@@H](CCc1ccc(O)cc1)C(=O)N[C@@H](CN)C(=O)NCC(=O)NC/C=C/C(=O)O,5.00,low activity
CHEMBL3922662,O=c1c2ccccc2[se]n1-c1ccccc1O,6.62,moderate activity
CHEMBL3983492,COc1ccccc1-n1[se]c2ccccc2c1=O,6.58,moderate activity
CHEMBL3928799,O=C(Nc1ccccc1O)c1ccccc1[Se][Se]c1ccccc1C(=O)Nc1ccccc1O,4.47,low activity
CHEMBL3912164,COc1ccccc1NC(=O)c1ccccc1[Se][Se]c1ccccc1C(=O)Nc1ccccc1OC,6.58,moderate activity
CHEMBL599894,O=C1c2ccccc2-c2nc3nnnn3nc21,6.58,moderate activity
CHEMBL1397270,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C=O,6.28,moderate activity
CHEMBL290904,Cc1ccc(NC2=CC(=O)c3sc(C)nc3C2=O)cc1,6.41,moderate activity
CHEMBL15192,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,6.21,moderate activity
CHEMBL5206079,C[C@H](c1ccccc1Cl)N(C)Cc1cc(O)ccc1Cl,5.18,low activity
CHEMBL5201129,COc1cc(CNC(=O)C2CCN(C(C)c3cccc4ccccc34)CC2)ccn1,6.09,moderate activity
CHEMBL551592,CC(=O)Nc1ccc(C)c(C(=O)N[C@H](C)c2cccc3ccccc23)c1,4.96,low activity
CHEMBL486027,COC(=O)c1ccc(O)c(O)c1,5.42,low activity
CHEMBL53566,OCCc1ccc(O)cc1,5.17,low activity
CHEMBL14193,O=Cc1ccc(O)cc1,5.40,low activity
CHEMBL727,Nc1nc2[nH]cnc2c(=S)[nH]1,6.30,moderate activity
CHEMBL3407552,O=C1c2ccccc2C(=O)c2oc(-c3ccccc3)nc21,6.25,moderate activity
CHEMBL2105734,COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-],5.61,low activity
CHEMBL1473252,Cc1c(S(=O)(=O)[O-])oc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C.[Na+],5.78,low activity
CHEMBL1200596,Oc1c(Cl)cc(Cl)c2cccnc12,5.14,low activity
CHEMBL454129,CC1(C)OC2=C(C(=O)C(=O)c3ccccc32)C1n1cc(-c2ccccc2)nn1,5.77,low activity
CHEMBL5188555,CN(Cc1cn(C2C3=C(OC2(C)C)c2ccccc2C(=O)C3=O)nn1)C1=CC(=O)c2ccccc2C1=O,5.66,low activity
CHEMBL5206451,CN(Cc1cn(C2C3=C(OC2(C)C)c2ccccc2C(=O)C3=O)nn1)C1=C(Br)C(=O)c2ccccc2C1=O,5.51,low activity
CHEMBL2103763,O=C1c2c(O)cccc2[C@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21,4.88,low activity
CHEMBL3617994,O=C1c2c(O)cccc2[C@@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21,4.79,low activity
CHEMBL5204399,COC(=O)/C=C/C(=O)NNC(=O)CCc1ccccc1C(=O)N[C@H](C)c1cccc2ccccc12,7.03,moderate activity
CHEMBL5182468,COC(=O)/C=C/C(=O)NNC(=O)CCc1ccc(NC(C)=O)cc1C(=O)N[C@H](C)c1cccc2ccccc12,6.64,moderate activity
CHEMBL5196343,C#CC(=O)NNC(=O)CCc1ccccc1C(=O)N[C@H](C)c1cccc2ccccc12,7.01,moderate activity
CHEMBL5196473,C[C@@H](NC(=O)c1ccccc1CCC(=O)NNC(=O)CCl)c1cccc2ccccc12,5.27,low activity
CHEMBL5208536,C[C@@H](NC(=O)c1ccccc1CCC(=O)NNC(=O)CC#N)c1cccc2ccccc12,5.10,low activity
CHEMBL5169739,C[C@@H](NC(=O)c1ccccc1CCC(=O)NNC(=O)/C(C#N)=C/C1CC1)c1cccc2ccccc12,4.0,no activity
CHEMBL5194538,O=c1c2ccccc2[se]n1-c1ccccc1Br,5.90,low activity
CHEMBL5199343,O=c1c2ccccc2[se]n1-c1ncccc1O,6.24,moderate activity
CHEMBL5195364,O=c1c2ccccc2[se]n1-c1ccc([N+](=O)[O-])cc1,5.72,low activity
CHEMBL5206009,COc1ccc(-n2[se]c3ccccc3c2=O)c(OC)c1,6.00,moderate activity
CHEMBL5193976,O=c1c2ccccc2[se]n1-c1cc(Cl)ccc1F,5.68,low activity
CHEMBL5177233,Cc1ccc(Cl)cc1-n1[se]c2ccccc2c1=O,5.98,low activity
CHEMBL5202141,Cc1c(Cl)cccc1-n1[se]c2ccccc2c1=O,5.89,low activity
CHEMBL5180964,C#CC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,5.41,low activity
CHEMBL5195478,CC(C)C[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.43,moderate activity
CHEMBL5200040,CCCC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.43,moderate activity
CHEMBL5207566,CCCC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.56,moderate activity
CHEMBL5203574,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc2ccccc2c1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.57,moderate activity
CHEMBL5205787,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc([N+](=O)[O-])cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.68,moderate activity
CHEMBL3885329,CC(C)C[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.49,moderate activity
CHEMBL5199094,O=C[C@H](C[C@@H]1CCCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)/C=C/c1ccccc1,6.53,moderate activity
CHEMBL5174138,CC(C)C[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.83,low activity
CHEMBL5203407,C[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,4.91,low activity
CHEMBL3884779,CC(C)[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.16,low activity
CHEMBL5182830,CC(C)(C)[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.46,low activity
CHEMBL5186446,O=C[C@H](C[C@@H]1CCCNC1=O)NC(=O)[C@@H](NC(=O)/C=C/c1ccccc1)c1ccccc1,5.69,low activity
CHEMBL5207769,C=CC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.87,low activity
CHEMBL5173857,C#CC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.49,low activity
CHEMBL5172144,CCC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.26,moderate activity
CHEMBL5190907,CC[C@H](C)[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.45,moderate activity
CHEMBL5183017,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.55,moderate activity
CHEMBL5176330,Cc1ccc(/C=C/C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]2CCCNC2=O)C(C)C)cc1,6.71,moderate activity
CHEMBL5189974,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccc(C(C)C)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.64,moderate activity
CHEMBL5179730,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccc(-c2ccccc2)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.53,moderate activity
CHEMBL5207843,COc1ccc(/C=C/C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]2CCCNC2=O)C(C)C)cc1,6.60,moderate activity
CHEMBL5189874,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccc(N(C)C)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.23,moderate activity
CHEMBL5201697,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccc(F)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.51,moderate activity
CHEMBL5197113,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccccc1F)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.76,moderate activity
CHEMBL5198279,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1cccc(F)c1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.59,moderate activity
CHEMBL5169416,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cc2ccccc2[nH]1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.53,moderate activity
CHEMBL5192541,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc2cc[nH]c2c1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.66,moderate activity
CHEMBL5182229,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CCc1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.70,moderate activity
CHEMBL5191197,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.59,moderate activity
CHEMBL5191663,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc(-c2ccccc2)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.39,moderate activity
CHEMBL5179310,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)C1CCCCC1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.85,low activity
CHEMBL5175884,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccco1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.63,moderate activity
